790	300	3	83	6.5
?	?	?	?	?
310	605	3.5	97	8.3
680	340	?	?	?
800	635	4	112	8.68
800	500	3.5	108	9
790	410	2	90	7.26
800	710	4	106	6.868
780	300	2	?	6.7
740	530	3.5	117	6.7
760	515	3.5	107	5.7
750	380	2.5	?	6.3
720	450	?	?	?
800	700	4.5	112	8.32
780	560	4	109	8.83
790	360	3.5	103	8.19
?	?	?	?	7.884
740	570	2	98	6.012
620	500	2.5	100	6.1
780	460	3	?	6.2
720	480	3.5	?	9.1
720	420	3.5	94	6
?	?	?	112	?
730	395	?	?	8.3
800	550	4	105	7.1
680	310	2.5	79	6.8
790	390	2.5	?	6.2
790	570	3.5	89	8.8
750	500	3.5	100	7.3
750	560	4	106	6.5
790	640	5	?	?
780	560	4	116	8.019
780	350	3.5	98	6.8
630	410	?	?	?
730	710	?	?	?
?	?	?	?	6.356
780	300	2	?	6.7
800	400	3.5	105	5.62
760	320	3	85	7.425
630	435	3.5	112	7.86
335	260	2	?	?
800	485	4	105	8.98
800	485	3.5	108	8.8
555	370	3.5	101	6.1
?	?	?	90	6.52
800	650	4.5	?	7.893
630	530	3.5	?	6
780	450	4	?	7.5
690	370	?	?	8.3
?	?	?	89	9.12
710	610	?	?	9.331
690	520	3.5	96	7.4
?	?	?	?	?
760	420	3	87	5.6
730	450	2.5	85	7.67
720	360	?	?	5.3
?	?	?	?	6.4
650	520	3	106	6.5
615	380	3.5	90	6.1
?	?	?	?	8.2
720	370	3.5	?	7.051
?	?	?	107	8.57
700	430	2.5	84	7.1
800	560	4.5	111	?
800	560	4.5	110	7.11
780	690	4	96	?
730	350	3.5	102	8.2
780	515	4	107	8.26
690	280	3	?	7.9
705	395	3	100	8.6
?	?	?	?	5.8
?	630	3.5	109	7.3
800	630	3.5	108	8.26
720	270	2	?	?
760	410	3.5	?	8.1
730	520	3.5	103	8.107
780	620	4	110	8.4
770	485	4	107	7.95
720	310	2	?	6.5
720	330	3.5	83	7.75
790	520	3.5	111	9.1
?	?	?	?	7.4
730	540	3	109	8.3
?	?	?	?	?
720	530	3	101	6.35
?	?	?	?	7.576
730	450	?	101	7.89
705	395	3	?	8.51
770	515	3	?	7.9
?	?	?	101	?
770	590	?	?	7.4
790	530	3	114	8.1
?	?	?	?	8.1
705	395	3.5	94	6.5
?	?	?	?	?
660	520	2.5	83	6.5
705	450	3.5	94	6.109
730	660	4	120	7.5
800	435	3.5	98	7.9
770	530	3.5	103	8.278
800	500	3.5	103	8.5
670	480	2	96	6.524
750	320	3	103	8.39
800	710	4.5	111	8.59
730	330	3	?	5.7
?	530	2.5	84	8.5
770	590	3	112	8.05
665	280	3	?	?
760	485	4	103	7.4
800	590	3	101	8.17
790	450	4.5	108	6.87
?	?	?	?	?
650	400	3.5	102	6.5
730	395	3	96	?
790	545	4.5	117	?
770	320	3	?	7.94
800	465	2.5	88	7.7
800	540	3	97	9.05
410	605	3	90	8.01
760	605	?	108	8.7
790	500	?	?	7.9
?	?	?	?	?
?	?	?	?	?
800	545	4.5	109	7.23
710	350	3.5	98	8.2
?	?	?	?	7.5
800	760	5	117	6.5
800	320	3	?	6.57
770	410	3.5	?	6.4
?	?	?	?	8.26
?	?	?	?	7.8
770	395	3.5	97	?
790	600	?	?	5.8
740	310	3	81	7
790	450	2.5	?	6.715
595	420	3	90	6
750	470	3	?	8.096
770	560	4	110	8.3
780	545	4	?	8.75
740	410	3.5	94	5.6
750	490	?	92	7.266
?	?	5	?	7.53
740	460	4	106	9.54
?	?	?	?	7.2
?	?	?	?	6.2
?	?	?	?	7.4
?	?	?	?	6.2
760	410	3.5	103	5.8
?	?	?	?	7.3
?	?	?	?	?
535	340	2.5	?	6.3
690	410	3	91	8.26
720	380	3.5	90	7.69
?	?	?	?	8.53
750	670	4	110	6.153
780	550	3.5	103	6.8
?	?	?	?	?
800	640	3.5	100	?
750	575	3.5	?	?
790	370	2	?	6.8
760	320	3	95	7.425
630	310	2	?	6.521
800	515	3.5	?	8.7
740	450	4	?	?
780	395	3.5	102	9.31
730	515	3	?	7.2
?	?	?	?	?
800	670	4	113	?
?	?	?	?	6.5
780	370	3.5	101	7.22
?	?	?	?	6.77
680	290	2.5	76	6.1
?	?	?	?	8.13
800	395	3.5	?	?
?	?	?	?	8.02
720	360	3.5	93	6.48
